,age,choice,createdAt,question,step,user,result,topic,ageGroup
544,12,left,2019-05-28 12:21:20.741000+00:00,C_H_F_CT,47,1454962c,color,cards,11-13
8010,12,right,2019-05-28 12:21:20.948000+00:00,C_H_M_CO,39,6a36b606,color,cards,11-13
4936,12,right,2019-05-28 12:21:21.170000+00:00,C_E_M_O,9,495c9457,correct,cards,11-13
534,12,right,2019-05-28 12:21:21.830000+00:00,C_H_F_CT,47,1454962c,type,cards,11-13
13227,12,right,2019-05-28 12:21:23.543000+00:00,A_E_F_C,5,c210f5cf,correct,animals,11-13
598,12,right,2019-05-28 12:21:24.478000+00:00,C_H_M_CT,48,1454962c,type,cards,11-13
8026,12,right,2019-05-28 12:21:24.551000+00:00,A_H_F_CT,40,6a36b606,color,animals,11-13
4961,12,right,2019-05-28 12:21:24.595000+00:00,C_E_M_C,10,495c9457,wrong,cards,11-13
10913,11,left,2019-05-28 12:21:25.238000+00:00,C_E_F_C,7,a2289c75,correct,cards,11-13
4969,12,left,2019-05-28 12:21:25.701000+00:00,C_E_M_C,10,495c9457,correct,cards,11-13
8028,12,left,2019-05-28 12:21:26.031000+00:00,A_H_F_CT,40,6a36b606,type,animals,11-13
525,12,right,2019-05-28 12:21:26.690000+00:00,G_H_F_CO,49,1454962c,color,geometry,11-13
526,12,left,2019-05-28 12:21:27.615000+00:00,G_H_F_CO,49,1454962c,orientation,geometry,11-13
8042,12,right,2019-05-28 12:21:28.810000+00:00,A_H_M_CT,41,6a36b606,color,animals,11-13
10907,11,right,2019-05-28 12:21:29.008000+00:00,C_E_F_O,8,a2289c75,correct,cards,11-13
13859,13,right,2019-05-28 12:21:29.510000+00:00,A_E_F_O,1,c6f3ad95,correct,animals,11-13
4929,12,left,2019-05-28 12:21:30.101000+00:00,C_E_M_T,11,495c9457,correct,cards,11-13
16084,12,right,2019-05-28 12:21:30.271000+00:00,C_E_F_T,6,e9a4d0fa,correct,cards,11-13
548,12,right,2019-05-28 12:21:30.323000+00:00,G_H_M_CO,50,1454962c,color,geometry,11-13
10910,11,left,2019-05-28 12:21:31.460000+00:00,A_E_M_T,9,a2289c75,correct,animals,11-13
13198,12,left,2019-05-28 12:21:32.965000+00:00,G_E_F_C,6,c210f5cf,correct,geometry,11-13
5251,12,right,2019-05-28 12:21:33.273000+00:00,C_E_F_O,2,4cdf9fda,correct,cards,11-13
4931,12,right,2019-05-28 12:21:34.428000+00:00,G_E_M_O,12,495c9457,correct,geometry,11-13
8006,12,right,2019-05-28 12:21:34.511000+00:00,G_H_F_OT,42,6a36b606,type,geometry,11-13
567,12,left,2019-05-28 12:21:34.893000+00:00,A_H_F_OT,51,1454962c,type,animals,11-13
10889,11,left,2019-05-28 12:21:35.330000+00:00,A_E_M_O,10,a2289c75,correct,animals,11-13
13188,12,right,2019-05-28 12:21:36.054000+00:00,G_E_F_T,7,c210f5cf,correct,geometry,11-13
10985,12,left,2019-05-28 12:21:36.444000+00:00,C_H_F_CO,43,a3344a41,color,cards,11-13
16081,12,left,2019-05-28 12:21:36.910000+00:00,C_E_F_C,7,e9a4d0fa,correct,cards,11-13
541,12,left,2019-05-28 12:21:36.920000+00:00,C_H_F_CT,52,1454962c,color,cards,11-13
4909,12,right,2019-05-28 12:21:38.667000+00:00,G_E_M_C,13,495c9457,correct,geometry,11-13
599,12,right,2019-05-28 12:21:38.835000+00:00,G_H_F_CO,53,1454962c,color,geometry,11-13
10986,12,right,2019-05-28 12:21:38.883000+00:00,A_H_F_CT,44,a3344a41,color,animals,11-13
5212,12,left,2019-05-28 12:21:38.974000+00:00,G_E_F_C,3,4cdf9fda,correct,geometry,11-13
10882,11,right,2019-05-28 12:21:40.668000+00:00,A_E_M_C,11,a2289c75,correct,animals,11-13
10955,12,left,2019-05-28 12:21:41.284000+00:00,A_H_F_OT,45,a3344a41,type,animals,11-13
4902,12,left,2019-05-28 12:21:41.415000+00:00,G_E_M_T,14,495c9457,correct,geometry,11-13
590,12,right,2019-05-28 12:21:41.964000+00:00,C_H_F_OT,54,1454962c,orientation,cards,11-13
13185,12,left,2019-05-28 12:21:42.064000+00:00,G_E_F_O,8,c210f5cf,correct,geometry,11-13
547,12,left,2019-05-28 12:21:43.046000+00:00,C_H_F_OT,54,1454962c,type,cards,11-13
10863,11,right,2019-05-28 12:21:43.248000+00:00,C_E_M_O,12,a2289c75,correct,cards,11-13
16040,12,right,2019-05-28 12:21:43.750000+00:00,C_E_F_O,8,e9a4d0fa,correct,cards,11-13
4917,12,left,2019-05-28 12:21:44.040000+00:00,A_E_M_T,15,495c9457,correct,animals,11-13
8000,12,left,2019-05-28 12:21:44.228000+00:00,C_H_F_CO,43,6a36b606,color,cards,11-13
5916,12,left,2019-05-28 12:21:45.304000+00:00,G_E_F_C,0,54e2d928,correct,geometry,11-13
10918,11,left,2019-05-28 12:21:45.509000+00:00,C_E_M_C,13,a2289c75,correct,cards,11-13
574,12,left,2019-05-28 12:21:45.686000+00:00,C_H_M_OT,55,1454962c,type,cards,11-13
584,12,left,2019-05-28 12:21:48.074000+00:00,G_H_F_CT,56,1454962c,color,geometry,11-13
13240,12,right,2019-05-28 12:21:48.453000+00:00,C_E_M_O,9,c210f5cf,correct,cards,11-13
593,12,right,2019-05-28 12:21:48.964000+00:00,G_H_F_CT,56,1454962c,type,geometry,11-13
10861,11,left,2019-05-28 12:21:49.146000+00:00,C_E_M_T,14,a2289c75,correct,cards,11-13
5243,12,right,2019-05-28 12:21:49.746000+00:00,G_E_F_T,4,4cdf9fda,correct,geometry,11-13
8033,12,right,2019-05-28 12:21:50.283000+00:00,A_H_F_CT,44,6a36b606,color,animals,11-13
581,12,left,2019-05-28 12:21:50.954000+00:00,G_H_M_CT,57,1454962c,color,geometry,11-13
16079,12,left,2019-05-28 12:21:51.243000+00:00,A_E_M_T,9,e9a4d0fa,correct,animals,11-13
10964,12,right,2019-05-28 12:21:53.054000+00:00,A_H_F_OT,45,a3344a41,orientation,animals,11-13
5869,12,right,2019-05-28 12:21:53.121000+00:00,G_E_F_T,1,54e2d928,correct,geometry,11-13
13201,12,left,2019-05-28 12:21:54.111000+00:00,C_E_M_C,10,c210f5cf,correct,cards,11-13
13857,13,left,2019-05-28 12:21:54.321000+00:00,A_E_F_C,2,c6f3ad95,wrong,animals,11-13
597,12,right,2019-05-28 12:21:55.718000+00:00,A_H_F_CO,58,1454962c,color,animals,11-13
8053,12,left,2019-05-28 12:21:55.890000+00:00,A_H_F_OT,45,6a36b606,type,animals,11-13
5200,12,left,2019-05-28 12:21:55.996000+00:00,G_E_F_O,5,4cdf9fda,correct,geometry,11-13
10995,12,left,2019-05-28 12:21:56.079000+00:00,A_H_M_OT,46,a3344a41,type,animals,11-13
537,12,left,2019-05-28 12:21:56.512000+00:00,A_H_F_CO,58,1454962c,orientation,animals,11-13
16062,12,right,2019-05-28 12:21:56.595000+00:00,A_E_M_O,10,e9a4d0fa,wrong,animals,11-13
8334,12,right,2019-05-28 12:21:56.877000+00:00,C_E_F_T,0,6cfdd994,correct,cards,11-13
16031,12,left,2019-05-28 12:21:57.792000+00:00,A_E_M_O,10,e9a4d0fa,correct,animals,11-13
5911,12,left,2019-05-28 12:21:57.956000+00:00,G_E_F_O,2,54e2d928,correct,geometry,11-13
10979,12,right,2019-05-28 12:21:58.584000+00:00,C_H_F_CT,47,a3344a41,type,cards,11-13
10870,11,right,2019-05-28 12:21:59.184000+00:00,G_E_M_O,15,a2289c75,correct,geometry,11-13
13177,12,left,2019-05-28 12:21:59.444000+00:00,C_E_M_T,11,c210f5cf,correct,cards,11-13
10989,12,left,2019-05-28 12:21:59.615000+00:00,C_H_F_CT,47,a3344a41,color,cards,11-13
5211,12,left,2019-05-28 12:22:00.527000+00:00,A_E_F_T,6,4cdf9fda,correct,animals,11-13
8050,12,right,2019-05-28 12:22:00.946000+00:00,A_H_F_OT,45,6a36b606,orientation,animals,11-13
10912,11,right,2019-05-28 12:22:02.224000+00:00,G_E_M_C,16,a2289c75,correct,geometry,11-13
15151,12,left,2019-05-28 12:22:03.474000+00:00,A_E_F_T,0,dcbcfa82,correct,animals,11-13
5912,12,left,2019-05-28 12:22:03.522000+00:00,A_E_F_T,3,54e2d928,correct,animals,11-13
8019,12,left,2019-05-28 12:22:03.665000+00:00,A_H_M_OT,46,6a36b606,type,animals,11-13
10957,12,left,2019-05-28 12:22:03.986000+00:00,C_H_M_CT,48,a3344a41,color,cards,11-13
10895,11,left,2019-05-28 12:22:04.599000+00:00,G_E_M_T,17,a2289c75,correct,geometry,11-13
13853,13,right,2019-05-28 12:22:05.252000+00:00,A_E_F_C,2,c6f3ad95,correct,animals,11-13
12698,12,left,2019-05-28 12:22:05.951000+00:00,G_E_F_C,0,b624068d,correct,geometry,11-13
8283,12,right,2019-05-28 12:22:06.021000+00:00,C_E_F_C,1,6cfdd994,wrong,cards,11-13
13228,12,left,2019-05-28 12:22:06.687000+00:00,A_E_M_T,12,c210f5cf,correct,animals,11-13
578,12,left,2019-05-28 12:22:06.717000+00:00,A_H_M_CO,59,1454962c,orientation,animals,11-13
10969,12,right,2019-05-28 12:22:06.766000+00:00,G_H_F_CO,49,a3344a41,color,geometry,11-13
14024,13,left,2019-05-28 12:22:07.046000+00:00,A_E_F_T,0,c8417a38,correct,animals,11-13
8054,12,left,2019-05-28 12:22:07.391000+00:00,C_H_F_CT,47,6a36b606,color,cards,11-13
10875,11,right,2019-05-28 12:22:07.590000+00:00,C_H_F_CO,18,a2289c75,orientation,cards,11-13
10947,12,left,2019-05-28 12:22:07.658000+00:00,G_H_F_CO,49,a3344a41,orientation,geometry,11-13
5242,12,left,2019-05-28 12:22:08.440000+00:00,A_E_F_O,7,4cdf9fda,wrong,animals,11-13
8045,12,right,2019-05-28 12:22:08.790000+00:00,C_H_F_CT,47,6a36b606,type,cards,11-13
551,12,right,2019-05-28 12:22:09.517000+00:00,C_H_F_OT,60,1454962c,orientation,cards,11-13
10917,11,right,2019-05-28 12:22:09.532000+00:00,C_H_F_CT,19,a2289c75,type,cards,11-13
5881,12,right,2019-05-28 12:22:10.076000+00:00,A_E_F_O,4,54e2d928,correct,animals,11-13
16030,12,right,2019-05-28 12:22:10.293000+00:00,A_E_M_C,11,e9a4d0fa,correct,animals,11-13
12679,12,right,2019-05-28 12:22:11.292000+00:00,G_E_F_T,1,b624068d,correct,geometry,11-13
575,12,left,2019-05-28 12:22:11.591000+00:00,G_H_F_CT,61,1454962c,color,geometry,11-13
10885,11,right,2019-05-28 12:22:11.743000+00:00,C_H_F_OT,20,a2289c75,orientation,cards,11-13
7997,12,left,2019-05-28 12:22:11.825000+00:00,C_H_M_CT,48,6a36b606,color,cards,11-13
10984,12,left,2019-05-28 12:22:11.918000+00:00,G_H_M_CO,50,a3344a41,orientation,geometry,11-13
13910,13,right,2019-05-28 12:22:11.932000+00:00,C_E_F_T,3,c6f3ad95,correct,cards,11-13
8287,12,left,2019-05-28 12:22:12.265000+00:00,C_E_F_C,1,6cfdd994,correct,cards,11-13
16364,12,left,2019-05-28 12:22:13.724000+00:00,G_E_F_C,0,ef58fec4,correct,geometry,11-13
4934,12,left,2019-05-28 12:22:13.968000+00:00,A_E_M_O,16,495c9457,correct,animals,11-13
7999,12,left,2019-05-28 12:22:14.253000+00:00,G_H_F_CO,49,6a36b606,orientation,geometry,11-13
10881,11,left,2019-05-28 12:22:14.281000+00:00,A_H_F_CT,21,a2289c75,type,animals,11-13
5890,12,left,2019-05-28 12:22:14.689000+00:00,A_E_F_C,5,54e2d928,wrong,animals,11-13
16023,12,right,2019-05-28 12:22:14.750000+00:00,G_E_M_O,12,e9a4d0fa,correct,geometry,11-13
8049,12,right,2019-05-28 12:22:15.605000+00:00,G_H_F_CO,49,6a36b606,color,geometry,11-13
12665,12,left,2019-05-28 12:22:15.623000+00:00,G_E_F_O,2,b624068d,correct,geometry,11-13
582,12,right,2019-05-28 12:22:15.721000+00:00,A_H_F_CO,62,1454962c,color,animals,11-13
15143,12,left,2019-05-28 12:22:15.746000+00:00,A_E_F_O,1,dcbcfa82,wrong,animals,11-13
10901,11,left,2019-05-28 12:22:16.388000+00:00,A_H_F_OT,22,a2289c75,type,animals,11-13
10935,12,left,2019-05-28 12:22:16.813000+00:00,A_H_F_OT,51,a3344a41,type,animals,11-13
5884,12,right,2019-05-28 12:22:19.229000+00:00,A_E_F_C,5,54e2d928,correct,animals,11-13
10946,12,left,2019-05-28 12:22:19.283000+00:00,C_H_F_CT,52,a3344a41,color,cards,11-13
12654,12,right,2019-05-28 12:22:19.644000+00:00,C_E_F_T,3,b624068d,correct,cards,11-13
8343,12,right,2019-05-28 12:22:19.857000+00:00,C_E_F_O,2,6cfdd994,correct,cards,11-13
10914,11,left,2019-05-28 12:22:20.008000+00:00,A_H_F_CO,23,a2289c75,orientation,animals,11-13
16058,12,right,2019-05-28 12:22:20.304000+00:00,G_E_M_C,13,e9a4d0fa,correct,geometry,11-13
15128,12,right,2019-05-28 12:22:20.583000+00:00,A_E_F_O,1,dcbcfa82,correct,animals,11-13
15172,12,right,2019-05-28 12:22:21.578000+00:00,A_E_F_C,2,dcbcfa82,correct,animals,11-13
6449,12,right,2019-05-28 12:22:21.944000+00:00,C_E_F_T,0,57c262c0,correct,cards,11-13
4904,12,right,2019-05-28 12:22:22.158000+00:00,A_E_M_C,17,495c9457,correct,animals,11-13
8051,12,left,2019-05-28 12:22:22.559000+00:00,G_H_M_CO,50,6a36b606,orientation,geometry,11-13
16064,12,left,2019-05-28 12:22:22.745000+00:00,G_E_M_T,14,e9a4d0fa,correct,geometry,11-13
5236,12,right,2019-05-28 12:22:23.113000+00:00,A_E_F_O,7,4cdf9fda,correct,animals,11-13
13224,12,left,2019-05-28 12:22:23.333000+00:00,A_E_M_O,13,c210f5cf,correct,animals,11-13
10852,11,left,2019-05-28 12:22:24.091000+00:00,G_H_F_OT,24,a2289c75,orientation,geometry,11-13
10923,12,left,2019-05-28 12:22:24.190000+00:00,G_H_F_CO,53,a3344a41,orientation,geometry,11-13
13913,13,left,2019-05-28 12:22:24.243000+00:00,C_E_F_C,4,c6f3ad95,correct,cards,11-13
2296,13,left,2019-05-28 12:22:25.098000+00:00,G_E_F_C,0,2bd412d7,correct,geometry,11-13
8057,12,left,2019-05-28 12:22:25.690000+00:00,A_H_F_OT,51,6a36b606,type,animals,11-13
5904,12,right,2019-05-28 12:22:25.893000+00:00,C_E_F_T,6,54e2d928,correct,cards,11-13
16317,12,right,2019-05-28 12:22:25.902000+00:00,G_E_F_T,1,ef58fec4,correct,geometry,11-13
16053,12,right,2019-05-28 12:22:26.023000+00:00,C_E_M_O,15,e9a4d0fa,correct,cards,11-13
4913,12,right,2019-05-28 12:22:26.214000+00:00,C_H_F_CO,18,495c9457,orientation,cards,11-13
10849,11,right,2019-05-28 12:22:26.303000+00:00,G_H_F_CO,25,a2289c75,color,geometry,11-13
10942,12,right,2019-05-28 12:22:26.879000+00:00,C_H_F_OT,54,a3344a41,orientation,cards,11-13
12667,12,left,2019-05-28 12:22:27.477000+00:00,C_E_F_C,4,b624068d,correct,cards,11-13
10888,11,left,2019-05-28 12:22:27.940000+00:00,G_H_F_CT,26,a2289c75,color,geometry,11-13
10973,12,left,2019-05-28 12:22:28.134000+00:00,C_H_F_OT,54,a3344a41,type,cards,11-13
4930,12,right,2019-05-28 12:22:28.244000+00:00,C_H_F_CT,19,495c9457,type,cards,11-13
13210,12,left,2019-05-28 12:22:28.756000+00:00,A_E_M_C,14,c210f5cf,wrong,animals,11-13
8056,12,left,2019-05-28 12:22:28.785000+00:00,C_H_F_CT,52,6a36b606,color,cards,11-13
16074,12,left,2019-05-28 12:22:29.382000+00:00,C_E_M_C,16,e9a4d0fa,correct,cards,11-13
5205,12,right,2019-05-28 12:22:29.668000+00:00,A_E_F_C,8,4cdf9fda,correct,animals,11-13
2332,13,right,2019-05-28 12:22:29.970000+00:00,G_E_F_T,1,2bd412d7,correct,geometry,11-13
13243,12,right,2019-05-28 12:22:30.153000+00:00,A_E_M_C,14,c210f5cf,correct,animals,11-13
4957,12,right,2019-05-28 12:22:30.359000+00:00,C_H_F_OT,20,495c9457,orientation,cards,11-13
10929,12,left,2019-05-28 12:22:30.623000+00:00,C_H_M_OT,55,a3344a41,type,cards,11-13
16324,12,left,2019-05-28 12:22:31.330000+00:00,G_E_F_O,2,ef58fec4,correct,geometry,11-13
7992,12,left,2019-05-28 12:22:32.063000+00:00,G_H_F_CO,53,6a36b606,orientation,geometry,11-13
10916,11,left,2019-05-28 12:22:32.094000+00:00,A_H_M_CT,27,a2289c75,type,animals,11-13
4964,12,left,2019-05-28 12:22:32.703000+00:00,A_H_F_CT,21,495c9457,type,animals,11-13
10960,12,right,2019-05-28 12:22:33.127000+00:00,G_H_F_CT,56,a3344a41,type,geometry,11-13
10896,11,left,2019-05-28 12:22:33.881000+00:00,A_H_M_OT,28,a2289c75,type,animals,11-13
5891,12,left,2019-05-28 12:22:34.095000+00:00,C_E_F_C,7,54e2d928,correct,cards,11-13
13885,13,right,2019-05-28 12:22:34.297000+00:00,C_E_F_O,5,c6f3ad95,correct,cards,11-13
2277,13,left,2019-05-28 12:22:34.560000+00:00,G_E_F_O,2,2bd412d7,correct,geometry,11-13
10966,12,left,2019-05-28 12:22:34.702000+00:00,G_H_F_CT,56,a3344a41,color,geometry,11-13
8020,12,right,2019-05-28 12:22:34.770000+00:00,C_H_F_OT,54,6a36b606,orientation,cards,11-13
4935,12,left,2019-05-28 12:22:34.846000+00:00,A_H_F_OT,22,495c9457,type,animals,11-13
16350,12,right,2019-05-28 12:22:35.065000+00:00,C_E_F_T,3,ef58fec4,correct,cards,11-13
16086,12,left,2019-05-28 12:22:35.117000+00:00,C_E_M_T,17,e9a4d0fa,correct,cards,11-13
13245,12,left,2019-05-28 12:22:35.431000+00:00,G_E_M_O,15,c210f5cf,wrong,geometry,11-13
14040,13,left,2019-05-28 12:22:36.108000+00:00,A_E_F_O,1,c8417a38,wrong,animals,11-13
13233,12,right,2019-05-28 12:22:36.775000+00:00,G_E_M_O,15,c210f5cf,correct,geometry,11-13
10965,12,left,2019-05-28 12:22:36.832000+00:00,G_H_M_CT,57,a3344a41,color,geometry,11-13
8029,12,left,2019-05-28 12:22:36.853000+00:00,C_H_F_OT,54,6a36b606,type,cards,11-13
5232,12,right,2019-05-28 12:22:37.235000+00:00,G_E_M_O,9,4cdf9fda,correct,geometry,11-13
4954,12,left,2019-05-28 12:22:37.450000+00:00,A_H_F_CO,23,495c9457,orientation,animals,11-13
14044,13,right,2019-05-28 12:22:37.885000+00:00,A_E_F_O,1,c8417a38,correct,animals,11-13
10900,11,left,2019-05-28 12:22:38.616000+00:00,A_H_M_CO,29,a2289c75,orientation,animals,11-13
7681,12,right,2019-05-28 12:22:38.629000+00:00,C_E_F_T,0,67084313,correct,cards,11-13
16042,12,right,2019-05-28 12:22:39.603000+00:00,G_H_F_OT,18,e9a4d0fa,type,geometry,11-13
16384,12,left,2019-05-28 12:22:39.932000+00:00,C_E_F_C,4,ef58fec4,correct,cards,11-13
2312,13,right,2019-05-28 12:22:40.074000+00:00,C_E_F_T,3,2bd412d7,correct,cards,11-13
13212,12,right,2019-05-28 12:22:40.931000+00:00,G_E_M_C,16,c210f5cf,correct,geometry,11-13
10954,12,left,2019-05-28 12:22:41.170000+00:00,A_H_F_CO,58,a3344a41,orientation,animals,11-13
14018,13,right,2019-05-28 12:22:41.191000+00:00,A_E_F_C,2,c8417a38,correct,animals,11-13
8321,12,left,2019-05-28 12:22:41.328000+00:00,A_E_F_T,3,6cfdd994,correct,animals,11-13
13908,13,left,2019-05-28 12:22:41.450000+00:00,G_E_F_C,6,c6f3ad95,correct,geometry,11-13
10902,11,left,2019-05-28 12:22:41.457000+00:00,C_H_M_CO,30,a2289c75,orientation,cards,11-13
5900,12,right,2019-05-28 12:22:41.966000+00:00,C_E_F_O,8,54e2d928,correct,cards,11-13
15173,12,left,2019-05-28 12:22:42.388000+00:00,G_E_F_C,3,dcbcfa82,correct,geometry,11-13
16048,12,left,2019-05-28 12:22:42.628000+00:00,G_H_F_CO,19,e9a4d0fa,orientation,geometry,11-13
10867,11,right,2019-05-28 12:22:43.300000+00:00,C_H_M_CT,31,a2289c75,type,cards,11-13
10978,12,right,2019-05-28 12:22:43.615000+00:00,A_H_F_CO,58,a3344a41,color,animals,11-13
13238,12,left,2019-05-28 12:22:44.749000+00:00,G_E_M_T,17,c210f5cf,correct,geometry,11-13
8018,12,right,2019-05-28 12:22:44.771000+00:00,C_H_M_OT,55,6a36b606,orientation,cards,11-13
16067,12,right,2019-05-28 12:22:45.312000+00:00,G_H_F_CT,20,e9a4d0fa,type,geometry,11-13
12666,12,right,2019-05-28 12:22:45.343000+00:00,C_E_F_O,5,b624068d,correct,cards,11-13
5873,12,right,2019-05-28 12:22:45.550000+00:00,C_E_M_O,9,54e2d928,correct,cards,11-13
4933,12,left,2019-05-28 12:22:45.649000+00:00,G_H_F_OT,24,495c9457,orientation,geometry,11-13
10857,11,right,2019-05-28 12:22:45.696000+00:00,C_H_M_OT,32,a2289c75,orientation,cards,11-13
15145,12,right,2019-05-28 12:22:45.769000+00:00,G_E_F_T,4,dcbcfa82,correct,geometry,11-13
13897,13,right,2019-05-28 12:22:45.822000+00:00,G_E_F_T,7,c6f3ad95,correct,geometry,11-13
14015,13,left,2019-05-28 12:22:46.552000+00:00,G_E_F_C,3,c8417a38,correct,geometry,11-13
8333,12,right,2019-05-28 12:22:46.764000+00:00,A_E_F_O,4,6cfdd994,correct,animals,11-13
10928,12,right,2019-05-28 12:22:47.314000+00:00,A_H_M_CO,59,a3344a41,color,animals,11-13
4956,12,right,2019-05-28 12:22:47.764000+00:00,G_H_F_CO,25,495c9457,color,geometry,11-13
8040,12,right,2019-05-28 12:22:47.845000+00:00,G_H_F_CT,56,6a36b606,type,geometry,11-13
16041,12,left,2019-05-28 12:22:47.910000+00:00,C_H_F_CO,21,e9a4d0fa,color,cards,11-13
10890,11,left,2019-05-28 12:22:48.056000+00:00,G_H_M_OT,33,a2289c75,orientation,geometry,11-13
12689,12,left,2019-05-28 12:22:48.567000+00:00,A_E_F_T,6,b624068d,correct,animals,11-13
16373,12,right,2019-05-28 12:22:48.638000+00:00,C_E_F_O,5,ef58fec4,correct,cards,11-13
13230,12,right,2019-05-28 12:22:48.726000+00:00,G_H_F_OT,18,c210f5cf,type,geometry,11-13
8009,12,left,2019-05-28 12:22:49.091000+00:00,G_H_F_CT,56,6a36b606,color,geometry,11-13
15146,12,left,2019-05-28 12:22:49.158000+00:00,G_E_F_O,5,dcbcfa82,correct,geometry,11-13
10967,12,left,2019-05-28 12:22:49.763000+00:00,C_H_F_OT,60,a3344a41,type,cards,11-13
10915,11,right,2019-05-28 12:22:49.983000+00:00,G_H_M_CO,34,a2289c75,color,geometry,11-13
8308,12,right,2019-05-28 12:22:50.068000+00:00,A_E_F_C,5,6cfdd994,correct,animals,11-13
5234,12,right,2019-05-28 12:22:51.027000+00:00,G_E_M_C,10,4cdf9fda,correct,geometry,11-13
4921,12,right,2019-05-28 12:22:51.165000+00:00,G_H_F_CT,26,495c9457,type,geometry,11-13
5893,12,left,2019-05-28 12:22:51.343000+00:00,C_E_M_C,10,54e2d928,correct,cards,11-13
12681,12,left,2019-05-28 12:22:51.879000+00:00,A_E_F_O,7,b624068d,wrong,animals,11-13
14051,13,right,2019-05-28 12:22:51.930000+00:00,G_E_F_T,4,c8417a38,correct,geometry,11-13
5868,12,right,2019-05-28 12:22:52.137000+00:00,C_E_M_T,11,54e2d928,wrong,cards,11-13
15149,12,right,2019-05-28 12:22:52.235000+00:00,C_E_F_T,6,dcbcfa82,correct,cards,11-13
16386,12,left,2019-05-28 12:22:52.245000+00:00,A_E_F_T,6,ef58fec4,correct,animals,11-13
10949,12,left,2019-05-28 12:22:52.487000+00:00,G_H_F_CT,61,a3344a41,color,geometry,11-13
16492,12,left,2019-05-28 12:22:52.682000+00:00,A_E_F_T,0,f0fe1ff5,correct,animals,11-13
13904,13,left,2019-05-28 12:22:52.955000+00:00,G_E_F_O,8,c6f3ad95,correct,geometry,11-13
8327,12,left,2019-05-28 12:22:52.969000+00:00,G_E_F_C,6,6cfdd994,correct,geometry,11-13
16082,12,left,2019-05-28 12:22:53.023000+00:00,C_H_F_CT,22,e9a4d0fa,color,cards,11-13
8046,12,right,2019-05-28 12:22:53.187000+00:00,G_H_M_CT,57,6a36b606,type,geometry,11-13
8016,12,left,2019-05-28 12:22:54.117000+00:00,A_H_F_CO,58,6a36b606,orientation,animals,11-13
10862,11,left,2019-05-28 12:22:54.391000+00:00,G_H_M_CT,35,a2289c75,color,geometry,11-13
5861,12,left,2019-05-28 12:22:54.723000+00:00,C_E_M_T,11,54e2d928,correct,cards,11-13
12721,12,right,2019-05-28 12:22:54.883000+00:00,A_E_F_O,7,b624068d,correct,animals,11-13
8015,12,right,2019-05-28 12:22:55.448000+00:00,A_H_F_CO,58,6a36b606,color,animals,11-13
4946,12,right,2019-05-28 12:22:55.635000+00:00,C_H_M_CO,27,495c9457,color,cards,11-13
8290,12,right,2019-05-28 12:22:55.707000+00:00,G_E_F_T,7,6cfdd994,correct,geometry,11-13
10944,12,right,2019-05-28 12:22:55.915000+00:00,A_H_F_CO,62,a3344a41,color,animals,11-13
13999,13,left,2019-05-28 12:22:56.286000+00:00,G_E_F_O,5,c8417a38,correct,geometry,11-13
16015,12,right,2019-05-28 12:22:56.535000+00:00,C_H_F_OT,23,e9a4d0fa,orientation,cards,11-13
15180,12,left,2019-05-28 12:22:56.562000+00:00,C_E_F_C,7,dcbcfa82,correct,cards,11-13
13858,13,right,2019-05-28 12:22:57.251000+00:00,C_E_M_O,9,c6f3ad95,correct,cards,11-13
10871,11,left,2019-05-28 12:22:57.786000+00:00,G_H_F_OT,36,a2289c75,orientation,geometry,11-13
5240,12,left,2019-05-28 12:22:57.796000+00:00,G_E_M_T,11,4cdf9fda,correct,geometry,11-13
4947,12,right,2019-05-28 12:22:58.123000+00:00,C_H_M_CT,28,495c9457,type,cards,11-13
10856,11,right,2019-05-28 12:22:58.849000+00:00,G_H_F_OT,36,a2289c75,type,geometry,11-13
16529,12,left,2019-05-28 12:22:59.278000+00:00,A_E_F_O,1,f0fe1ff5,wrong,animals,11-13
8047,12,right,2019-05-28 12:22:59.498000+00:00,A_H_M_CO,59,6a36b606,color,animals,11-13
8288,12,right,2019-05-28 12:22:59.527000+00:00,G_E_F_O,8,6cfdd994,wrong,geometry,11-13
16025,12,left,2019-05-28 12:22:59.663000+00:00,A_H_F_CT,24,e9a4d0fa,type,animals,11-13
14022,13,right,2019-05-28 12:22:59.672000+00:00,C_E_F_T,6,c8417a38,correct,cards,11-13
15160,12,right,2019-05-28 12:23:00.035000+00:00,C_E_F_O,8,dcbcfa82,correct,cards,11-13
